0,1_x,2_x,3_x,4_x,5_x,6,7,1_y,2_y,1,2,3_y,4_y,5_y
NAME,S1701_C03_001E,S2701_C03_001E,S1901_C01_012E,S1501_C01_005E,S1501_C01_012E,S1501_C01_001E,S1501_C01_006E,DP03_0009PE,DP03_0021PE,B19057_002E,B19057_001E,B25077_001E,B25064_001E,ucgid
Geographic Area Name,Estimate!!Percent below poverty level!!Population for whom poverty status is determined,Estimate!!Percent Insured!!Civilian noninstitutionalized population,Estimate!!Households!!Median income (dollars),Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Percent!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Estimate!!Total:!!With public assistance income,Estimate!!Total:,Estimate!!Median value (dollars),Estimate!!Median gross rent,Geography
"Maricopa County, Arizona",10.9,90.2,87048,54985,710721,427373,3145001,3.7,1.3,26676,1753589,468700,1766,0500000US04013
"Mohave County, Arizona",17.0,90.6,55954,406,18470,12700,175513,5.6,0.0,1875,98791,293800,1077,0500000US04015
"Navajo County, Arizona",25.6,87.1,50754,545,8377,8813,73922,8.1,0.6,1449,41945,241400,869,0500000US04017
"Pima County, Arizona",13.7,91.1,69758,15487,153231,123028,735290,4.6,2.0,8549,445471,337800,1263,0500000US04019
"Pinal County, Arizona",11.5,89.1,77143,1804,53127,36088,344391,5.1,0.1,2929,168479,370600,1520,0500000US04021
"Yavapai County, Arizona",13.0,91.0,67245,867,35625,16651,194914,4.2,0.1,2849,113784,454200,1442,0500000US04025
"Yuma County, Arizona",15.0,86.3,62888,1170,16883,21328,140123,6.8,0.4,1197,83811,246900,1055,0500000US04027
"Benton County, Arkansas",7.4,89.9,92759,4709,51083,27253,205780,3.8,0.0,716,117446,367400,1365,0500000US05007
"Craighead County, Arkansas",17.4,90.3,59776,2271,12067,11184,74075,5.3,0.0,279,47150,189700,968,0500000US05031
"Faulkner County, Arkansas",13.9,93.3,67786,2439,17411,18751,82109,3.1,0.0,412,50963,238700,1000,0500000US05045
"Garland County, Arkansas",20.4,91.3,52275,109,15420,6622,73545,4.3,0.1,902,45243,220900,944,0500000US05051
"Jefferson County, Arkansas",23.5,96.1,49045,330,6568,6495,43748,5.8,-999999999.0,1958,23885,92000,904,0500000US05069
"Lonoke County, Arkansas",8.4,95.1,75327,0,8512,5355,52158,5.0,0.0,435,29388,189300,1065,0500000US05085
"Pulaski County, Arkansas",15.5,90.2,61129,5790,60165,35319,272078,3.2,1.6,2202,169230,222500,1060,0500000US05119
"Saline County, Arkansas",10.4,94.1,77278,1136,17111,10175,89559,2.7,0.0,444,50684,235500,965,0500000US05125
"Sebastian County, Arkansas",11.0,91.0,57949,1060,12390,11435,87145,4.7,0.0,711,51596,191500,885,0500000US05131
"Washington County, Arkansas",14.2,87.9,65465,5263,34677,40590,160396,3.0,0.2,259,99630,325700,1112,0500000US05143
"White County, Arkansas",17.0,92.4,53688,978,6457,8058,52190,4.3,0.0,671,30920,175100,780,0500000US05145
"Alameda County, California",9.5,96.2,119931,20504,329012,128131,1178124,5.3,9.0,22554,608534,1067800,2303,0500000US06001
"Butte County, California",21.1,94.1,63222,3695,25450,30843,134129,6.9,1.0,3346,86279,420500,1434,0500000US06007
"Contra Costa County, California",8.3,94.7,122794,16098,229995,91816,812770,5.6,6.4,10658,416172,829600,2314,0500000US06013
"El Dorado County, California",6.3,95.7,108594,2191,36505,12583,142409,5.1,0.5,1480,77904,691600,1761,0500000US06017
"Fresno County, California",17.8,93.0,71689,7531,99913,99250,638160,7.3,1.0,19554,328895,395500,1410,0500000US06019
"Humboldt County, California",16.2,95.0,61621,1728,22726,15530,93805,6.7,0.8,1638,56130,468000,1246,0500000US06023
"Imperial County, California",16.9,93.7,60243,1488,11148,18812,110055,9.3,0.0,2888,50024,331900,1022,0500000US06025
"Kern County, California",19.2,91.7,68893,6302,68373,89942,564499,8.4,0.4,15926,289845,346600,1286,0500000US06029
"Kings County, California",17.1,91.5,66429,828,7210,15219,96746,9.7,0.6,2356,44262,348800,1220,0500000US06031
"Lake County, California",17.0,94.0,59444,14,4450,4560,48642,6.0,0.0,671,26092,336700,1544,0500000US06033
"Los Angeles County, California",13.7,92.4,86587,124490,1581628,853064,6857511,5.9,4.1,144731,3450470,828700,1896,0500000US06037
"Madera County, California",18.2,92.1,66553,918,10725,15812,103594,7.7,0.8,2381,46781,398500,1477,0500000US06039
"Marin County, California",9.0,97.1,139644,3816,57405,18673,187579,4.7,3.9,1880,101608,1512200,2614,0500000US06041
"Mendocino County, California",12.3,95.9,67454,606,12252,6886,64380,9.2,0.0,1010,34951,510400,1439,0500000US06045
"Merced County, California",19.1,92.0,57570,3691,16658,33232,175907,9.2,0.4,4183,88053,409000,1294,0500000US06047
"Monterey County, California",14.3,90.5,88035,3441,45878,42814,278259,3.6,1.4,2573,132170,759100,2004,0500000US06053
"Napa County, California",9.0,96.4,104686,1006,24454,11130,96806,3.7,0.8,708,51167,831800,2239,0500000US06055
"Nevada County, California",11.2,97.0,87998,303,19928,6057,78720,5.7,0.0,809,42712,647200,1782,0500000US06057
"Orange County, California",9.1,94.0,110042,42902,621580,280758,2209117,4.2,1.0,25640,1092528,961400,2382,0500000US06059
"Placer County, California",6.4,96.6,109713,4309,86943,31363,301066,4.7,0.4,3489,160315,673900,2009,0500000US06061
"Riverside County, California",11.3,92.1,90527,19599,281464,232428,1666754,5.1,0.6,35053,791757,576000,1871,0500000US06065
"Sacramento County, California",11.8,95.1,90252,15812,243535,131750,1094785,6.3,1.2,24436,573170,533900,1762,0500000US06067
"San Benito County, California",8.7,93.7,107324,676,7147,5778,46157,4.4,1.2,318,20194,761600,1985,0500000US06069
"San Bernardino County, California",13.1,91.9,85069,17008,213647,215487,1426384,6.2,0.7,40320,682807,515500,1831,0500000US06071
"San Diego County, California",10.1,94.1,103674,41242,599434,317265,2277584,4.7,2.1,33289,1181259,864900,2296,0500000US06073
"San Francisco County, California",12.0,96.8,126730,21610,224602,51979,646934,4.9,22.0,9928,372027,1348000,2356,0500000US06075
"San Joaquin County, California",12.3,94.0,87418,6771,84319,74359,519374,6.6,1.0,10626,251091,531500,1655,0500000US06077
"San Luis Obispo County, California",13.5,94.6,90670,3914,47814,42591,190654,4.4,1.0,2302,110283,817600,1922,0500000US06079
"San Mateo County, California",7.3,95.6,151485,12215,159337,52860,535027,3.7,5.4,5437,265124,1492600,2797,0500000US06081
"Santa Barbara County, California",15.4,90.7,91197,6453,60622,66198,276896,6.1,2.5,3698,150932,780700,1988,0500000US06083
"Santa Clara County, California",7.5,95.9,154954,39293,381246,171329,1331885,4.2,2.9,17387,665549,1443100,2781,0500000US06085
"Santa Cruz County, California",13.0,95.4,105631,2544,44132,38590,176094,5.8,3.3,2072,99069,1011300,2055,0500000US06087
"Shasta County, California",12.6,92.7,75949,711,20170,12758,128758,4.5,0.4,2539,72320,355100,1351,0500000US06089
"Solano County, California",10.4,95.7,100027,2786,61220,36678,315777,4.9,1.9,4925,157766,621000,2059,0500000US06095
"Sonoma County, California",8.9,95.9,100707,3555,85161,36964,354748,4.0,0.8,4020,192765,784900,2061,0500000US06097
"Stanislaus County, California",12.3,94.8,82758,3725,49124,52108,353213,6.6,0.2,7862,179152,456700,1595,0500000US06099
"Sutter County, California",17.3,92.9,74727,789,8469,9454,64915,6.5,0.9,818,33325,405100,1403,0500000US06101
"Tehama County, California",13.9,95.1,55128,489,6815,5718,43569,3.7,0.6,919,24919,322800,1126,0500000US06103
"Tulare County, California",17.3,91.4,73097,2362,30133,48744,289766,8.2,0.4,8686,145442,339800,1277,0500000US06107
"Ventura County, California",9.7,92.8,107667,8370,133297,71820,579642,5.3,0.6,5250,283718,820300,2264,0500000US06111
"Yolo County, California",16.0,94.5,93203,7067,30965,45466,132967,5.0,1.9,1174,77230,610000,1900,0500000US06113
"Yuba County, California",15.4,93.2,80396,537,6088,8692,53869,8.2,0.2,2124,29253,391400,1304,0500000US06115
"Adams County, Colorado",9.6,91.1,97706,3725,71793,48169,355595,3.1,2.1,4179,192742,494500,1811,0500000US08001
"Arapahoe County, Colorado",10.7,90.5,98239,9162,131012,53677,456556,4.3,2.3,5678,261161,567300,1933,0500000US08005
"Boulder County, Colorado",11.4,94.8,95363,7067,76931,50745,220529,4.7,2.7,2149,137425,763600,1915,0500000US08013
"Broomfield County, Colorado",5.3,97.3,112139,1655,18457,5781,55576,3.1,2.0,197,33563,660800,2086,0500000US08014
"Denver County, Colorado",10.0,92.6,94157,14275,180065,58773,530935,3.7,3.8,7069,342996,626500,1843,0500000US08031
"Douglas County, Colorado",4.1,96.8,143150,7148,102403,30194,265972,3.9,0.9,1505,145551,725500,2219,0500000US08035
"El Paso County, Colorado",7.0,94.1,89549,9464,130142,75775,498502,4.3,0.3,5894,298973,470900,1708,0500000US08041
"Jefferson County, Colorado",7.4,95.1,102231,7532,141428,43069,429619,2.9,1.5,2796,242433,645900,1851,0500000US08059
"Larimer County, Colorado",10.6,94.7,88182,6894,77198,52031,252129,4.5,0.8,3948,156498,574900,1699,0500000US08069
"Mesa County, Colorado",12.4,91.0,64722,1680,25044,13755,113815,4.4,0.3,2665,68115,373200,1184,0500000US08077
"Pueblo County, Colorado",12.5,95.9,65161,979,19197,14366,118828,3.5,0.4,2494,68732,313700,1165,0500000US08101
"Weld County, Colorado",9.0,92.8,91047,3124,51065,32461,236202,4.0,0.3,2420,129057,475400,1569,0500000US08123
"Capitol Planning Region, Connecticut",9.8,95.2,91005,18417,152348,98162,681931,4.5,3.0,11601,391422,326700,1389,0500000US09110
"Greater Bridgeport Planning Region, Connecticut",10.9,89.9,95085,6588,54301,34153,222075,6.7,5.8,3681,119505,441400,1488,0500000US09120
"Lower Connecticut River Valley Planning Region, Connecticut",7.2,96.1,99275,2155,34570,15035,132227,2.9,1.4,796,75959,385300,1449,0500000US09130
"Naugatuck Valley Planning Region, Connecticut",11.6,95.7,81326,6448,58185,36361,327868,5.3,1.0,5795,180851,327000,1298,0500000US09140
"Northeastern Connecticut Planning Region, Connecticut",6.4,98.1,88806,678,13002,6291,72831,2.2,0.3,593,40349,305600,1217,0500000US09150
"Northwest Hills Planning Region, Connecticut",8.4,96.0,91020,1240,19226,7324,86102,4.7,1.2,1119,50297,331100,1141,0500000US09160
"South Central Connecticut Planning Region, Connecticut",12.6,94.9,80733,11422,87894,58933,399012,4.2,3.3,6180,233004,349200,1471,0500000US09170
"Southeastern Connecticut Planning Region, Connecticut",13.5,96.4,82652,4027,39394,28481,198000,4.8,1.0,3196,114156,323700,1348,0500000US09180
"Western Connecticut Planning Region, Connecticut",8.2,91.0,121429,14382,132326,49890,439876,4.2,9.0,6216,237426,657900,2076,0500000US09190
"Kent County, Delaware",11.1,93.5,72910,1493,21776,18320,128492,3.4,1.6,2793,74183,325200,1320,0500000US10001
"New Castle County, Delaware",10.7,93.9,86961,7135,92673,52272,404062,3.1,3.3,5784,226373,357400,1393,0500000US10003
"Sussex County, Delaware",9.8,92.8,78061,993,39116,17946,198873,4.4,0.3,2307,111492,397100,1236,0500000US10005
"District of Columbia, District of Columbia",14.0,97.3,108210,22084,129951,69527,482919,5.3,22.9,10150,334673,715500,1904,0500000US11001
"Alachua County, Florida",19.0,92.9,61488,10592,37618,60410,174855,3.8,2.4,2323,121753,307000,1370,0500000US12001
"Bay County, Florida",11.0,86.4,71696,1500,26681,14354,136032,2.9,0.7,1303,80689,327700,1534,0500000US12005
"Brevard County, Florida",10.1,90.5,78575,6348,97936,44852,483552,5.1,0.3,4298,258656,356600,1648,0500000US12009
"Broward County, Florida",12.7,89.1,74531,18361,315729,146066,1413273,4.2,2.1,12716,758853,439100,1961,0500000US12011
"Charlotte County, Florida",8.7,93.0,71806,727,27907,10068,171699,3.6,0.2,1010,90367,365900,1520,0500000US12015
"Citrus County, Florida",17.2,88.4,53777,710,18861,7752,133412,6.2,0.5,1028,75745,278800,1138,0500000US12017
"Clay County, Florida",7.4,91.7,81758,1108,32678,16454,163582,3.6,0.1,1086,86946,338000,1619,0500000US12019
"Collier County, Florida",10.9,86.8,90072,2497,73713,25406,314086,2.0,1.0,1772,166192,595500,2039,0500000US12021
"Columbia County, Florida",16.8,83.2,60812,0,5873,4627,53112,7.8,-999999999.0,511,27280,230300,998,0500000US12023
"Duval County, Florida",14.6,89.5,69436,9973,164874,90368,710924,4.3,0.7,10902,428020,321400,1516,0500000US12031
"Escambia County, Florida",12.7,87.1,72037,4202,45054,35439,223120,4.6,0.4,1712,131375,287000,1394,0500000US12033
"Flagler County, Florida",9.1,91.0,71682,429,22034,10016,100561,4.1,1.1,437,56177,400400,1749,0500000US12035
"Hernando County, Florida",11.8,90.3,64508,1062,22209,15011,158359,5.9,0.4,1218,85911,305100,1392,0500000US12053
"Highlands County, Florida",19.9,89.2,51165,286,10829,7076,83072,6.3,0.1,1052,47278,208900,1073,0500000US12055
"Hillsborough County, Florida",13.3,89.4,76687,18792,245778,139264,1066931,3.8,1.1,8410,593029,396200,1757,0500000US12057
"Indian River County, Florida",12.0,89.6,72920,1192,25560,10388,134235,2.1,0.9,648,72833,370600,1409,0500000US12061
"Lake County, Florida",10.8,90.7,70730,2958,66119,26283,317737,4.0,0.3,1667,172803,321700,1644,0500000US12069
"Lee County, Florida",12.5,88.3,71547,3597,122309,59710,632549,3.7,0.6,4447,326338,391700,1797,0500000US12071
"Leon County, Florida",18.1,94.0,65981,8829,50143,63881,178590,6.2,2.3,1288,124867,311800,1284,0500000US12073
"Manatee County, Florida",10.5,89.9,79524,5268,77390,26708,338521,3.8,1.0,2060,190091,424000,1771,0500000US12081
"Marion County, Florida",15.2,89.1,58606,1468,44792,24998,308262,5.1,0.2,2733,171369,265100,1365,0500000US12083
"Martin County, Florida",15.0,87.7,74601,640,33806,9146,128394,4.9,0.4,898,69169,438800,1585,0500000US12085
"Miami-Dade County, Florida",14.0,87.8,72311,25972,416714,218932,1935393,3.8,3.9,33482,985935,488600,1864,0500000US12086
"Monroe County, Florida",8.5,86.6,88870,312,13429,3805,63921,1.7,0.2,273,32559,806100,2091,0500000US12087
"Nassau County, Florida",11.2,93.3,90671,1388,16074,6027,76000,3.7,0.0,828,41045,411500,1546,0500000US12089
"Okaloosa County, Florida",10.4,89.4,83024,1785,32077,18486,150761,3.2,0.3,944,86541,363800,1710,0500000US12091
"Orange County, Florida",12.4,88.9,79053,17890,262465,149979,1010918,4.1,1.4,8509,556557,405700,1815,0500000US12095
"Osceola County, Florida",10.6,90.9,77466,3366,66697,37743,296082,4.9,0.8,5160,154722,373300,1802,0500000US12097
"Palm Beach County, Florida",10.7,88.1,84921,17125,286842,112707,1135018,4.3,1.6,12875,605132,491500,1982,0500000US12099
"Pasco County, Florida",10.4,90.9,72317,6505,85648,45428,459482,4.1,0.2,7069,239952,337700,1540,0500000US12101
"Pinellas County, Florida",11.2,89.2,70768,9218,179206,60418,755873,4.1,1.6,7267,439896,382400,1776,0500000US12103
"Polk County, Florida",12.8,88.0,66909,5933,97274,70746,567736,3.7,0.5,5964,306915,296300,1403,0500000US12105
"Putnam County, Florida",21.4,89.6,52256,312,6706,5698,54258,4.4,0.4,1070,32487,160200,964,0500000US12107
"St. Johns County, Florida",6.0,95.9,105153,3361,77579,21335,230163,2.8,0.1,1236,126240,534600,2037,0500000US12109
"St. Lucie County, Florida",9.5,88.5,66530,2231,41297,25447,274988,5.0,0.3,2682,145735,371400,1729,0500000US12111
"Santa Rosa County, Florida",6.7,90.9,87862,1641,29692,14165,145046,4.5,0.1,774,72969,342100,1269,0500000US12113
"Sarasota County, Florida",9.6,89.7,77705,3758,93781,27215,376944,4.0,0.4,2847,218010,450300,1940,0500000US12115
"Seminole County, Florida",9.0,92.0,80547,6208,98720,38682,346689,4.2,0.5,2987,189580,404100,1803,0500000US12117
"Sumter County, Florida",10.8,96.2,74715,206,31614,4147,136372,7.5,1.1,145,73238,411000,1347,0500000US12119
"Volusia County, Florida",11.8,91.1,66273,2962,81003,46693,441220,3.9,0.4,5221,243904,341900,1480,0500000US12127
"Walton County, Florida",11.5,89.8,78801,913,14573,6142,62270,4.1,0.4,528,35435,438000,1720,0500000US12131
"Barrow County, Georgia",13.7,88.9,65914,446,7159,7546,62243,2.2,0.0,689,32217,300800,1285,0500000US13013
"Bartow County, Georgia",7.5,83.3,80511,985,14842,9621,79138,2.9,0.0,625,42225,309400,1383,0500000US13015
"Bibb County, Georgia",22.0,88.9,51254,1841,14610,14067,104066,7.2,0.3,846,60919,199800,1038,0500000US13021
"Bulloch County, Georgia",25.6,89.9,54007,944,9968,19496,48129,7.0,1.3,329,30988,240200,927,0500000US13031
"Carroll County, Georgia",14.2,89.9,71891,801,12199,15446,81712,3.6,0.5,380,44515,280800,1174,0500000US13045
"Catoosa County, Georgia",9.4,89.4,70653,199,6587,5886,47854,4.1,0.0,268,26248,232000,971,0500000US13047
"Chatham County, Georgia",14.7,89.0,70904,3378,52005,31465,210165,4.0,0.6,2207,123272,320800,1485,0500000US13051
"Cherokee County, Georgia",6.4,89.9,103691,3279,56553,23631,199126,3.1,0.1,1079,102811,450800,1857,0500000US13057
"Clarke County, Georgia",24.7,88.8,54352,4264,19161,32111,76931,4.4,1.8,657,55505,318700,1281,0500000US13059
"Clayton County, Georgia",16.7,84.2,58359,2183,32790,29222,190473,6.4,2.1,4352,106914,245900,1440,0500000US13063
"Cobb County, Georgia",8.4,89.5,99382,11076,170618,70954,532843,3.4,0.7,2267,299074,432000,1740,0500000US13067
"Columbia County, Georgia",6.8,93.4,96540,1523,22098,14228,110259,4.3,0.1,464,57807,327700,1339,0500000US13073
"Coweta County, Georgia",11.1,91.2,92150,2124,26372,12586,107861,2.2,0.1,744,57325,383000,1546,0500000US13077
"DeKalb County, Georgia",12.8,88.1,77861,10429,139017,64876,527323,5.3,3.6,7163,291423,368200,1707,0500000US13089
"Dougherty County, Georgia",26.1,88.2,45769,711,4110,9412,53427,11.3,0.7,458,35052,144500,856,0500000US13095
"Douglas County, Georgia",11.6,89.6,81339,1040,19642,14000,98073,5.3,2.0,1074,53350,328400,1594,0500000US13097
"Effingham County, Georgia",7.3,90.5,81733,715,8095,5449,46873,4.9,-999999999.0,344,25452,282800,1170,0500000US13103
"Fayette County, Georgia",4.5,94.1,106849,1845,25779,9971,86013,3.6,0.1,605,45095,462900,1712,0500000US13113
"Floyd County, Georgia",17.4,90.5,62098,545,11320,9916,67591,3.4,0.0,1139,37835,221100,993,0500000US13115
"Forsyth County, Georgia",5.2,90.5,134821,3246,61528,22217,181829,2.1,0.0,789,90635,587300,2166,0500000US13117
"Fulton County, Georgia",12.6,91.9,95371,23504,258176,104518,752285,4.4,3.8,5862,458812,477500,1775,0500000US13121
"Glynn County, Georgia",16.0,87.9,71914,431,13479,5357,63106,3.5,0.2,608,37904,337200,1267,0500000US13127
"Gwinnett County, Georgia",11.7,83.8,83917,10207,149953,93008,638037,4.1,0.4,4791,330254,395500,1847,0500000US13135
"Hall County, Georgia",10.9,86.2,77891,1517,26920,20372,146015,2.6,0.6,1482,76413,357600,1360,0500000US13139
"Henry County, Georgia",11.3,91.8,80374,3655,36245,23868,167438,5.3,0.6,921,89313,334600,1838,0500000US13151
"Houston County, Georgia",14.0,88.6,75825,1004,22598,13735,114700,7.8,0.1,570,65688,221200,1179,0500000US13153
"Jackson County, Georgia",6.3,87.8,84749,590,9979,7253,59208,2.0,0.7,712,30300,363200,1111,0500000US13157
"Liberty County, Georgia",15.7,90.2,58308,998,5278,10066,39940,10.9,0.2,490,24654,226200,1236,0500000US13179
"Lowndes County, Georgia",20.5,88.4,54509,1368,13804,17378,73687,4.8,0.1,1556,48322,221800,1029,0500000US13185
"Muscogee County, Georgia",21.5,89.8,51835,1288,24052,18186,133684,6.5,1.2,2738,82007,198200,1004,0500000US13215
"Newton County, Georgia",10.1,91.2,79640,1395,11787,12835,77359,5.7,0.1,1108,42633,295800,1564,0500000US13217
"Paulding County, Georgia",7.2,93.4,94126,702,23724,16434,120574,3.5,0.0,653,61401,354000,1798,0500000US13223
"Richmond County, Georgia",21.8,86.9,51985,2346,20502,22626,136374,7.6,1.1,890,77202,197100,1149,0500000US13245
"Rockdale County, Georgia",11.8,88.9,82339,1341,14016,9623,64063,6.0,0.2,638,35459,328200,1553,0500000US13247
"Spalding County, Georgia",13.9,85.2,56169,0,6052,6546,47107,3.1,0.0,885,26898,240400,1073,0500000US13255
"Troup County, Georgia",19.1,89.1,64728,208,7508,5639,47894,6.6,-999999999.0,514,28232,241000,1126,0500000US13285
"Walker County, Georgia",15.2,85.8,58594,207,5643,5244,49213,3.1,-999999999.0,676,26020,219800,796,0500000US13295
"Walton County, Georgia",9.1,89.2,77346,902,11431,8557,73056,5.9,1.9,826,37132,357200,1402,0500000US13297
"Whitfield County, Georgia",17.5,82.7,62824,678,8551,9724,68806,2.7,0.1,495,37316,243400,935,0500000US13313
"Hawaii County, Hawaii",17.5,96.5,74580,1424,28968,14704,149785,4.2,0.8,2167,73933,528800,1492,0500000US15001
"Honolulu County, Hawaii",9.0,97.0,103131,9957,173598,85845,702068,3.5,5.3,11116,338496,899300,2033,0500000US15003
"Kauai County, Hawaii",7.6,97.4,103564,339,10525,4713,53710,3.0,1.9,742,24621,888500,1816,0500000US15007
"Maui County, Hawaii",8.8,95.7,83691,856,24137,11092,119314,3.0,1.4,2265,56848,934500,1828,0500000US15009
"Ada County, Idaho",8.1,93.4,90526,6091,104908,47234,364782,3.1,0.5,4459,209863,525600,1599,0500000US16001
"Bannock County, Idaho",10.8,94.3,68495,957,12677,9436,58521,2.4,1.8,827,33729,341800,1068,0500000US16005
"Bonneville County, Idaho",11.6,92.9,73649,493,19804,11489,81587,1.9,2.8,1791,45245,374800,1182,0500000US16019
"Canyon County, Idaho",10.3,86.7,72007,1374,29876,23891,166039,3.8,0.0,2420,88688,378600,1366,0500000US16027
"Kootenai County, Idaho",10.0,91.0,73456,591,27864,12420,131650,4.0,0.1,1777,74253,556500,1426,0500000US16055
"Twin Falls County, Idaho",9.3,92.5,66643,0,8520,8634,62141,2.6,0.0,1157,35050,329000,1142,0500000US16083
"Champaign County, Illinois",16.3,95.4,59574,7794,27673,46174,120365,3.4,4.1,2030,89155,216100,987,0500000US17019
"Cook County, Illinois",13.3,92.2,80579,90012,900890,438238,3593408,5.6,13.4,56252,2117084,313700,1386,0500000US17031
"DeKalb County, Illinois",12.8,94.1,67697,2886,11917,18109,60811,4.8,1.6,1571,40202,244000,1037,0500000US17037
"DuPage County, Illinois",6.5,94.8,106961,15273,197079,75797,643799,4.0,4.6,6142,353618,383100,1672,0500000US17043
"Kane County, Illinois",8.2,92.5,97633,7108,87065,46473,347943,3.8,2.2,1960,185921,324000,1479,0500000US17089
"Kankakee County, Illinois",9.9,96.0,66788,550,8907,10713,71260,3.4,1.2,1089,41130,182900,1058,0500000US17091
"Kendall County, Illinois",5.7,94.3,111349,2801,21032,12798,89967,3.8,1.3,611,44934,326700,1714,0500000US17093
"Lake County, Illinois",8.1,94.1,108364,10376,131539,71447,475104,4.5,3.0,3994,260243,340400,1406,0500000US17097
"LaSalle County, Illinois",11.1,96.8,72737,595,11250,8366,77513,5.2,0.0,764,44319,154300,885,0500000US17099
"McHenry County, Illinois",6.2,95.9,100884,3240,52229,24783,217828,2.9,1.5,1094,119150,308300,1369,0500000US17111
"McLean County, Illinois",11.4,96.0,77200,3947,33869,28875,105999,2.6,1.1,1218,71060,211000,1013,0500000US17113
"Macon County, Illinois",15.5,97.3,58297,483,10344,8501,69473,6.0,0.4,1469,43598,115300,822,0500000US17115
"Madison County, Illinois",10.7,96.1,73041,4082,40751,23667,184548,3.5,0.3,2427,110909,173300,999,0500000US17119
"Peoria County, Illinois",17.6,95.1,61488,1926,25857,16239,119035,6.6,0.8,4149,77525,153000,938,0500000US17143
"Rock Island County, Illinois",15.6,96.4,63087,906,15355,12756,96929,3.1,2.0,2079,62396,144100,845,0500000US17161
"St. Clair County, Illinois",12.7,94.8,65546,1031,30280,19835,174283,4.6,1.4,2913,102701,185400,1077,0500000US17163
"Sangamon County, Illinois",12.0,95.8,72496,2405,32232,15417,136462,4.5,0.7,1471,85477,181700,956,0500000US17167
"Tazewell County, Illinois",8.7,94.4,72056,405,19227,9806,91925,3.6,0.4,927,54228,162000,869,0500000US17179
"Vermilion County, Illinois",20.9,95.3,46507,149,4616,5415,49592,7.9,0.0,1584,30703,96100,850,0500000US17183
"Will County, Illinois",7.1,95.8,103482,8282,106779,63257,474369,3.7,2.3,3087,246145,322200,1527,0500000US17197
"Williamson County, Illinois",19.1,95.6,60135,678,6691,4423,47976,4.1,0.0,994,29509,155900,980,0500000US17199
"Winnebago County, Illinois",14.9,94.7,65513,1953,26659,24103,191390,5.6,0.4,4728,115540,161400,988,0500000US17201
"Allen County, Indiana",13.2,91.4,65704,3555,55185,37257,257647,4.3,0.8,2536,160153,226000,957,0500000US18003
"Bartholomew County, Indiana",10.8,95.3,81832,1020,11688,7450,56725,3.5,0.9,164,33777,253900,1169,0500000US18005
"Boone County, Indiana",2.7,96.0,103592,680,14078,5001,51586,0.8,0.0,0,29659,369300,1303,0500000US18011
"Clark County, Indiana",8.8,94.6,71711,1175,14827,10295,87928,3.7,0.1,785,52156,232400,1109,0500000US18019
"Delaware County, Indiana",19.7,92.4,55206,3314,10029,21365,70595,3.8,1.5,1498,44361,139700,878,0500000US18035
"Elkhart County, Indiana",12.8,86.0,67188,1618,16849,19000,131519,2.7,0.3,648,73439,214000,1079,0500000US18039
"Floyd County, Indiana",10.0,96.3,80023,748,10451,6930,56075,2.9,0.2,24,31833,258700,991,0500000US18043
"Grant County, Indiana",22.1,94.1,52214,790,5918,8692,43250,4.3,0.0,994,27670,121800,734,0500000US18053
"Hamilton County, Indiana",5.2,96.4,118777,8681,98362,29148,249571,2.4,0.1,1258,140850,419800,1510,0500000US18057
"Hancock County, Indiana",5.8,93.0,93906,1074,14003,6947,59735,1.8,0.0,661,34114,288900,1166,0500000US18059
"Hendricks County, Indiana",5.5,93.7,93440,965,30349,14629,126226,2.7,0.2,503,69367,306100,1431,0500000US18063
"Howard County, Indiana",12.2,95.0,61267,726,8281,7091,57508,5.0,0.6,1021,35551,169300,949,0500000US18067
"Johnson County, Indiana",6.2,97.7,92231,1360,26582,13375,113991,2.7,0.6,454,64079,286900,1249,0500000US18081
"Kosciusko County, Indiana",9.5,89.7,70140,461,9189,6751,54804,2.4,0.0,56,32268,227800,1010,0500000US18085
"Lake County, Indiana",13.8,94.4,69166,2726,61766,41608,343623,4.8,1.3,3426,197595,236800,1116,0500000US18089
"LaPorte County, Indiana",15.0,92.0,62868,637,12339,7624,80471,3.5,0.5,986,45725,196300,994,0500000US18091
"Madison County, Indiana",12.1,91.9,62012,948,12800,9937,94336,4.5,0.4,1219,54317,163200,935,0500000US18095
"Marion County, Indiana",15.3,91.9,66582,18176,146325,91335,636500,4.3,1.2,8158,408293,238700,1187,0500000US18097
"Monroe County, Indiana",18.3,96.1,58970,5138,21587,34858,82529,4.7,2.0,795,61400,301400,1130,0500000US18105
"Morgan County, Indiana",10.3,96.5,71723,871,7658,5895,51561,3.9,0.0,298,29202,262700,951,0500000US18109
"Porter County, Indiana",9.7,96.1,77410,1594,24157,14781,123509,3.8,0.8,697,68120,280500,1127,0500000US18127
