0,1_x,2_x,3_x,4_x,5_x,6,7,1_y,2_y,1,2,3_y,4_y,5_y
NAME,S1701_C03_001E,S2701_C03_001E,S1901_C01_012E,S1501_C01_005E,S1501_C01_012E,S1501_C01_001E,S1501_C01_006E,DP03_0009PE,DP03_0021PE,B19057_002E,B19057_001E,B25077_001E,B25064_001E,ucgid
Geographic Area Name,Estimate!!Percent below poverty level!!Population for whom poverty status is determined,Estimate!!Percent Insured!!Civilian noninstitutionalized population,Estimate!!Households!!Median income (dollars),Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Percent!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Estimate!!Total:!!With public assistance income,Estimate!!Total:,Estimate!!Median value (dollars),Estimate!!Median gross rent,Geography
"Chautauqua County, New York",16.9,94.3,55234,535,11309,11372,87982,6.2,0.3,1711,54284,124600,797,0500000US36013
"Chemung County, New York",18.1,96.0,59617,773,9547,6305,58185,5.6,2.4,1128,35591,139600,1013,0500000US36015
"Clinton County, New York",13.9,97.4,62717,1011,8081,8855,55085,1.8,0.2,928,34639,173000,948,0500000US36019
"Dutchess County, New York",7.2,95.9,96824,3624,45549,29762,213395,4.1,3.7,2372,115529,395400,1574,0500000US36027
"Erie County, New York",14.1,97.0,70492,15010,141458,83805,672911,3.4,2.8,12378,410430,241900,1067,0500000US36029
"Jefferson County, New York",12.7,93.4,61512,1211,10257,13163,74117,4.6,0.2,1673,50542,184200,1227,0500000US36045
"Kings County, New York",19.0,95.0,76912,45887,458858,194456,1809652,5.8,51.8,50325,1035549,880300,1762,0500000US36047
"Madison County, New York",10.9,94.7,74125,820,7093,8961,45676,4.1,0.3,582,26755,180600,869,0500000US36053
"Monroe County, New York",13.2,97.0,73211,11997,122853,72419,525326,4.3,2.0,11697,317369,217300,1163,0500000US36055
"Nassau County, New York",5.4,96.1,141568,27216,256459,113431,972762,4.0,14.0,7721,458162,674200,2228,0500000US36059
"New York County, New York",16.5,96.0,101078,56598,414026,142139,1239152,7.0,49.2,28151,787747,1010800,2169,0500000US36061
"Niagara County, New York",14.4,95.9,65875,2346,23223,15852,152239,4.4,1.0,2258,91894,189700,985,0500000US36063
"Oneida County, New York",16.1,96.7,61118,1896,25852,20147,158943,4.4,0.1,3054,96767,188300,913,0500000US36065
"Onondaga County, New York",13.8,97.2,74704,8291,72775,47326,323311,3.7,1.8,6532,198699,202400,1095,0500000US36067
"Ontario County, New York",7.6,96.5,79450,1427,18052,9198,82485,2.5,0.7,1410,48610,228000,1210,0500000US36069
"Orange County, New York",13.0,95.0,94364,5823,47729,41064,262181,5.1,3.9,3348,138856,391800,1642,0500000US36071
"Oswego County, New York",14.9,94.9,70076,1349,11553,14006,80682,5.6,0.7,2135,48010,153500,957,0500000US36075
"Putnam County, New York",8.8,96.5,122777,2316,17999,6599,72801,2.6,5.4,237,36405,482300,1833,0500000US36079
"Queens County, New York",13.7,92.2,81929,30476,373121,164175,1657169,5.0,44.6,40665,863975,692500,1877,0500000US36081
"Rensselaer County, New York",13.1,95.6,84278,2983,22306,16831,112496,4.6,2.0,1344,66583,257600,1242,0500000US36083
"Richmond County, New York",13.2,96.0,95543,10446,74911,39867,345758,4.6,24.8,6635,169526,672400,1688,0500000US36085
"Rockland County, New York",16.4,94.6,106589,4990,48167,31400,207397,3.1,7.4,1481,104325,600500,1868,0500000US36087
"St. Lawrence County, New York",20.4,96.1,56872,855,10190,14170,71910,3.0,1.3,2345,42945,130200,789,0500000US36089
"Saratoga County, New York",7.2,97.5,94330,3238,44176,17437,176190,2.4,0.5,1544,103758,348800,1362,0500000US36091
"Schenectady County, New York",15.0,98.1,74969,2222,20401,15275,110464,4.5,1.9,1525,68172,242700,1240,0500000US36093
"Steuben County, New York",14.5,96.3,64238,1085,8529,6594,66231,4.0,0.4,776,38764,137000,838,0500000US36101
"Suffolk County, New York",6.8,95.4,124045,25140,232957,135178,1075208,3.6,6.1,12599,508809,584800,2045,0500000US36103
"Sullivan County, New York",12.8,95.5,69453,939,8905,6515,56173,3.7,1.9,604,30971,273800,1028,0500000US36105
"Tompkins County, New York",15.9,94.3,67247,6176,14369,28833,60770,4.7,7.9,921,43054,263100,1383,0500000US36109
"Ulster County, New York",12.6,92.9,85878,2332,29914,16137,135460,4.7,2.5,1656,73895,373400,1363,0500000US36111
"Warren County, New York",10.1,96.9,73802,868,10792,4096,50266,2.5,0.7,631,31013,265300,1051,0500000US36113
"Wayne County, New York",11.4,94.5,73065,603,10715,5729,66514,2.0,0.1,1695,39094,173600,996,0500000US36117
"Westchester County, New York",9.2,95.2,114457,20241,189687,84379,698558,5.3,18.6,10013,374012,645700,1873,0500000US36119
"Alamance County, North Carolina",12.1,90.9,65633,2158,23628,19219,120632,4.5,0.1,2645,70911,265200,1033,0500000US37001
"Brunswick County, North Carolina",10.5,93.5,76221,427,29770,7596,130743,4.9,1.0,572,72932,360100,1373,0500000US37019
"Buncombe County, North Carolina",13.4,89.6,71525,2245,59380,21308,206190,3.1,0.3,1310,104181,426000,1368,0500000US37021
"Burke County, North Carolina",17.7,88.7,53739,715,9632,6865,65335,4.0,0.1,161,37485,212500,786,0500000US37023
"Cabarrus County, North Carolina",9.4,93.3,85810,1415,36482,19408,160935,4.1,0.5,1352,90254,374400,1484,0500000US37025
"Caldwell County, North Carolina",12.9,87.5,55766,663,6810,5320,59736,2.3,0.0,471,34367,205400,764,0500000US37027
"Carteret County, North Carolina",9.8,94.0,78256,793,13238,4380,55275,2.9,0.0,562,34497,343000,1144,0500000US37031
"Catawba County, North Carolina",11.9,90.0,64214,1950,20509,13521,115705,2.2,0.1,521,68126,257100,947,0500000US37035
"Chatham County, North Carolina",8.1,91.7,97219,681,15557,4865,61593,3.3,0.3,314,33971,442800,1100,0500000US37037
"Cleveland County, North Carolina",17.6,93.7,62186,1580,12464,7991,70879,3.1,0.0,854,39314,228300,880,0500000US37045
"Craven County, North Carolina",17.6,91.6,59399,426,12168,10082,70552,6.5,0.0,674,41100,229500,1039,0500000US37049
"Cumberland County, North Carolina",15.1,91.7,61643,3009,38127,41759,210887,6.5,0.3,3880,131421,214600,1228,0500000US37051
"Davidson County, North Carolina",15.1,91.1,63189,578,20165,13536,123989,4.0,0.0,1432,71400,232100,836,0500000US37057
"Durham County, North Carolina",9.8,89.2,81545,10277,72452,35945,235826,3.1,1.8,1086,143466,419200,1587,0500000US37063
"Forsyth County, North Carolina",15.2,89.7,65062,7065,69488,39921,265007,4.8,0.9,2861,166028,267800,1104,0500000US37067
"Franklin County, North Carolina",10.1,92.4,70548,568,9192,5478,55012,2.9,0.6,170,31057,290600,1065,0500000US37069
"Gaston County, North Carolina",13.5,89.3,66906,2297,32225,19433,164829,3.1,0.4,1526,97287,284400,1221,0500000US37071
"Guilford County, North Carolina",15.0,92.0,65413,6003,84365,66603,363450,3.5,1.0,5054,222927,270000,1165,0500000US37081
