poverty_rate,health_insurance,unemployment_rate,bachelor_holders,public_assistance,log_median_income,log_public_transit,sqrt_median_house_value
5.0,95.3,2.7,30.08,0.5,11.857642193604295,0.9162907318741551,776.788259437538
7.0,93.0,3.9,26.37,1.66,11.739032620468146,2.3702437414678603,797.6214641043707
11.0,88.8,5.3,19.23,1.63,11.492998229910825,2.2925347571405443,649.8461356351979
8.3,96.6,2.7,19.52,6.7,11.535488983378979,0.33647223662121295,635.5312738174259
11.1,92.6,3.6,13.16,3.4,11.182308055350786,0.18232155679395465,532.634959423431
17.1,93.6,3.1,16.81,2.44,11.209574609103825,0.0,507.2474741188959
20.2,94.1,5.1,19.04,5.39,10.995058441970661,2.4423470353692043,491.8333050943175
8.5,97.3,3.2,25.05,2.38,11.40637535313447,0.7419373447293773,796.6806135459806
12.3,98.2,4.9,21.18,2.6,11.258007408556834,1.252762968495368,546.0769176590419
13.0,96.8,4.5,18.37,4.42,11.30402992692122,1.1314021114911006,678.0117993073571
9.4,96.9,4.1,23.67,4.37,11.481166444021724,1.6094379124341003,790.3796556086195
12.0,97.7,5.2,22.9,1.8,11.174595503846902,0.4700036292457356,573.846669416143
17.8,96.6,3.9,16.51,5.86,11.11240312125122,0.8754687373538999,549.6362433464518
12.3,98.4,4.1,18.58,3.22,11.289394338558493,1.4350845252893227,617.0899448216605
7.7,98.1,3.4,28.05,2.59,11.725654977935566,2.2617630984737906,846.2269199216012
7.8,98.3,4.1,31.09,2.28,11.727254280399162,2.2512917986064953,828.5529554590944
7.7,97.4,4.4,24.7,4.2,11.596733383026633,1.589235205116581,753.9893898457723
15.0,96.6,4.2,27.22,4.0,11.444218266960437,3.242592351485517,826.9824665614138
11.0,97.3,4.0,23.09,3.09,11.452102698524444,0.9555114450274363,658.7108622149782
10.1,95.3,2.1,19.78,1.76,11.274401742867283,0.262364264467491,514.5872132107443
12.5,96.3,4.5,13.45,3.5,10.979769020719225,0.18232155679395465,395.22145690739006
12.9,92.7,4.3,17.39,2.5,11.042281630837069,0.262364264467491,487.74993593028796
13.2,94.3,6.4,13.35,2.34,10.95978367541029,0.262364264467491,404.3513323831146
6.7,98.5,1.9,24.8,1.31,11.434996355407028,0.18232155679395465,525.8326730053963
10.5,96.6,3.1,18.6,1.92,11.180050749502858,0.8754687373538999,475.60487802376457
18.0,95.3,6.9,14.23,2.35,11.002549739984602,0.832909122935104,426.14551505325034
5.8,96.5,2.9,23.28,2.12,11.33439670641497,0.18232155679395465,585.8327406350724
15.9,96.4,5.9,19.94,3.05,11.050858258838009,1.1314021114911006,436.9210454990695
14.1,96.2,4.3,14.64,2.2,11.155550275917102,0.33647223662121295,470.6378650300037
13.6,97.1,4.6,14.9,3.98,11.056240743970491,0.09531017980432487,451.33136385587034
12.9,96.0,2.9,23.09,1.53,11.115294588970581,0.5306282510621704,501.1985634456667
10.3,95.5,3.4,26.33,1.62,11.28672725292679,0.9932517730102833,545.3439281774392
9.2,94.5,4.3,13.24,2.39,11.135406208512462,0.6418538861723948,483.735464897913
9.9,94.9,2.9,14.49,2.74,11.065888080951105,0.0,445.1965857910413
5.4,97.6,2.0,24.22,1.14,11.53769612329544,0.09531017980432487,589.7457079114693
10.5,95.5,3.7,17.7,2.08,11.209208857039007,0.4054651081081644,496.58836071740546
15.6,96.3,4.3,21.66,1.97,11.036742784647778,0.09531017980432487,477.28398255126893
13.5,96.9,4.2,20.31,1.88,11.199227905315166,0.4054651081081644,442.60591952661457
12.7,96.9,1.9,15.1,1.37,11.177536641245258,0.18232155679395465,494.9747468305833
11.7,93.5,2.5,10.1,2.46,11.08722193462106,0.0,447.7722635447622
13.7,95.5,4.8,13.68,4.83,11.021722713783415,0.09531017980432487,456.8369512200168
8.1,96.4,3.8,28.3,1.65,11.429706886219295,0.262364264467491,581.3776741499453
9.9,96.5,2.4,22.81,1.63,11.308517795711168,0.5306282510621704,573.0619512757761
15.5,96.5,6.2,13.02,3.67,10.9897741915136,0.09531017980432487,382.6225293941798
11.6,96.1,5.4,11.91,2.44,11.134778787266075,0.7884573603642702,481.97510309143564
12.9,95.9,4.4,13.21,2.81,11.036388540150964,0.0,427.3172123844299
15.6,92.5,3.7,15.28,2.68,11.103813715941866,0.4054651081081644,461.7358552246078
15.3,97.1,3.3,26.26,2.39,11.335639209740814,1.6486586255873816,600.3332407921454
20.5,94.6,7.0,16.11,3.34,10.955724259582695,0.9932517730102833,421.070065428546
6.2,96.5,3.1,22.66,3.02,11.48052623252355,0.6931471805599453,591.100668245266
15.6,93.2,3.7,22.09,2.49,11.101175649394925,1.2237754316221157,525.6424640380569
4.8,98.2,1.9,35.25,1.21,11.772061447214485,0.6931471805599453,675.7958271549181
14.4,97.4,3.9,25.92,3.43,11.169617920769221,0.5877866649021191,517.3006862551025
8.5,94.8,4.2,19.92,4.79,11.239146297687439,0.0,576.541412215983
5.8,95.7,2.7,29.38,1.83,11.511224018330472,0.6931471805599453,619.3545026880809
10.1,96.1,3.3,33.07,3.36,11.447511894421902,1.5040773967762742,621.7716622683926
7.9,97.8,3.0,27.77,1.63,11.383454389518654,1.4586150226995167,578.7918451395112
11.6,95.1,3.3,26.74,3.65,11.262050939917708,1.5040773967762742,565.3317610041028
11.3,95.3,2.0,13.93,2.35,11.30780599950027,0.33647223662121295,549.6362433464518
13.3,96.6,3.0,20.38,3.99,11.11645478544164,1.0296194171811581,486.51824220680567
5.7,97.2,2.6,26.01,1.0,11.5729004640628,0.33647223662121295,628.2515419798028
4.4,96.2,1.6,20.85,1.1,11.524992366188366,0.262364264467491,605.2272300549604
11.2,94.9,3.3,19.48,2.68,11.221355845791255,0.6931471805599453,537.1219600798314
4.8,97.9,2.7,31.19,1.31,11.614841053675127,0.4700036292457356,644.2825467137845
5.2,97.0,1.4,23.53,1.13,11.554729377251412,0.33647223662121295,595.9865770300536
9.2,90.9,2.3,17.16,1.19,11.308186505332124,0.09531017980432487,524.7856705360771
17.3,86.7,3.0,18.84,3.03,10.86201367960904,0.0,411.58231254513356
15.6,88.2,5.1,16.97,2.05,10.935942232273353,0.33647223662121295,462.4932431938871
20.4,88.6,6.4,17.11,1.66,10.837696784912628,0.262364264467491,405.2159917870962
12.4,89.4,7.4,17.38,0.62,11.11946797598634,0.0,444.97190922573975
19.1,84.2,2.2,13.67,1.35,10.789380930682695,0.0,400.0
14.7,89.9,2.8,20.46,1.63,10.99735527017348,0.0,481.7675788178362
25.6,90.2,7.6,11.31,0.82,10.83055995277496,0.0,381.57568056677826
12.5,91.5,4.2,16.21,1.92,11.130683597771489,0.0,442.944691807002
8.4,92.1,3.0,27.87,0.55,11.274465209544125,0.0,584.3800133474792
9.3,93.5,3.6,18.79,0.24,11.14487174186021,0.33647223662121295,490.3060268852505
15.5,94.6,3.0,23.76,0.77,11.145016223388499,0.832909122935104,521.9195340279955
15.4,91.2,2.6,12.31,1.55,11.017809134909417,0.4054651081081644,408.0441152620633
12.8,92.7,1.9,18.79,0.86,11.128644382529194,0.18232155679395465,472.54629402842636
6.0,94.3,3.9,19.81,1.51,11.347744170993863,0.0,542.5863986500215
6.3,94.3,3.8,20.81,1.12,11.299497068342589,0.33647223662121295,557.4943945906541
8.2,93.9,2.5,23.42,1.58,11.343061983098302,0.0,532.1653878260029
7.6,94.9,3.8,23.42,1.26,11.217412813403259,0.09531017980432487,478.22588804873374
10.2,92.4,4.1,18.12,0.92,11.13371272800613,0.0,479.4788837894741
14.5,91.8,2.5,17.27,1.86,10.993714784669798,0.4054651081081644,481.04053883222775
11.7,90.4,3.4,21.61,2.4,11.098243007312455,0.7419373447293773,477.59815745038213
16.3,88.5,3.7,16.63,1.5,10.89875580959371,0.09531017980432487,420.83250825001625
9.7,94.7,3.3,16.99,1.8,11.312558056845157,0.262364264467491,484.8711168960263
6.2,95.5,2.5,30.92,2.22,11.441332788345242,0.5877866649021191,597.0762095411271
5.5,96.1,2.2,25.06,0.56,11.496694451859812,0.18232155679395465,570.6137047074842
14.7,94.0,5.2,10.98,1.3,10.915851809156347,0.0,425.55845661906426
9.7,94.7,4.1,26.81,1.02,11.307634110687353,0.7884573603642702,521.9195340279955
19.6,94.4,4.7,24.58,1.74,10.937472427226925,1.7749523509116738,439.089968002003
11.5,94.2,2.2,18.79,2.36,11.104265257965523,0.09531017980432487,535.2569476429054
9.7,89.8,2.1,23.07,0.64,11.215516236759866,0.09531017980432487,755.5130707009641
9.6,92.9,2.4,27.82,0.82,11.420349543671822,0.5306282510621704,831.3843876330611
8.7,91.0,2.0,23.42,1.27,11.256806656974566,0.09531017980432487,616.0357132504575
11.3,93.4,2.3,24.94,2.65,11.204074231940831,0.7419373447293773,698.7846592477542
9.4,91.0,3.1,19.74,1.41,11.140614629394223,0.4700036292457356,598.9156868875618
12.0,92.8,2.9,25.73,1.99,11.257478222651805,0.4054651081081644,524.1183072551463
11.2,95.1,2.9,26.3,1.8,11.165309365519843,0.6931471805599453,526.9724850502159
4.7,96.0,2.0,24.13,1.27,11.532061203278705,0.262364264467491,567.8027826631356
12.7,88.4,4.9,17.76,3.0,11.226109683846405,1.2237754316221157,661.7401302626281
9.7,91.3,3.7,21.39,1.94,11.340748279608292,0.6931471805599453,738.3088784512888
8.2,95.4,1.0,19.49,1.61,11.489574951361979,0.4054651081081644,641.7943595888016
8.3,94.8,2.6,21.11,1.54,11.3999135294927,0.4054651081081644,572.8874234961002
9.5,95.1,3.4,21.41,2.13,11.31519377971671,0.4054651081081644,595.6509044734172
5.8,95.0,2.1,25.46,1.71,11.549517726769817,0.6418538861723948,655.972560401729
7.7,97.1,2.6,22.24,2.3,11.43073879398228,0.18232155679395465,610.0819617067857
5.4,96.0,3.0,27.02,1.36,11.606142546681362,0.5877866649021191,720.1388754955533
9.7,95.0,3.3,22.3,1.34,11.348864170167783,0.6418538861723948,616.2791575252242
11.7,93.3,6.4,21.17,1.62,11.252248775746288,1.8718021769015913,551.1805511808268
6.6,94.5,4.1,32.0,1.64,11.667438936123611,2.653241964607215,784.4106067615353
6.8,96.4,4.1,25.64,1.63,11.537930223959794,1.0647107369924282,598.3310120660636
12.5,93.9,4.8,22.02,2.85,11.33574666152193,1.7404661748405046,543.0469592954186
8.2,97.1,4.7,23.81,1.0,11.342896049305505,1.0986122886681098,689.0573270780886
17.5,88.1,6.2,11.89,3.93,11.080726161659427,0.9555114450274363,469.5742752749558
14.2,88.8,6.8,22.21,3.51,11.295552730416444,2.975529566236472,723.0490993010087
8.9,96.4,4.1,22.58,1.6,11.487340954757395,0.6418538861723948,563.826214360418
15.5,89.8,4.4,29.92,2.84,11.399443167865536,3.6270040503958487,729.314746868593
4.9,97.5,3.3,34.83,0.44,11.829741492147074,0.7884573603642702,711.3367697511496
10.8,90.3,5.9,22.18,1.79,11.473685551632625,1.916922612182061,625.2199612936234
8.7,91.9,5.4,25.28,1.74,11.56223930152315,2.0149030205422647,689.3475175845634
6.4,95.0,4.1,30.83,1.39,11.678507697759885,1.9600947840472698,792.4645102463579
4.6,96.0,3.8,33.44,1.55,11.809906666190107,1.62924053973028,760.0657866263946
10.3,96.0,3.5,21.48,0.99,11.355850513625724,0.5306282510621704,638.7487769068525
14.1,88.2,4.6,19.36,2.17,11.324485227168097,2.0918640616783932,682.4221567329126
8.8,94.7,4.3,17.77,3.58,11.377037010943443,0.5877866649021191,499.49974974968706
5.3,95.7,3.8,30.46,1.11,11.864230014118958,1.7227665977411035,746.0562981437795
4.9,96.8,3.7,26.08,1.5,11.615346665069376,0.9555114450274363,606.2177826491071
8.5,87.8,5.4,21.4,3.17,11.524320296584103,2.5416019934645457,722.841614740048
9.2,95.6,3.9,25.39,2.16,11.51823136376041,0.9932517730102833,592.0304046246274
13.9,91.9,4.4,19.46,3.73,11.132718663076158,0.7884573603642702,550.8175741568165
20.7,89.6,5.6,17.74,3.47,10.941128284212754,0.4700036292457356,477.4934554525329
18.0,84.2,2.1,9.08,2.72,10.928381536709955,0.0,444.07206622349037
38.2,81.1,10.9,6.37,1.61,10.599331094643816,0.18232155679395465,266.45825188948453
20.8,89.1,5.0,12.6,5.32,10.834903322155352,0.09531017980432487,392.6830783214372
13.1,94.8,4.5,19.14,1.63,11.314791549160047,0.4054651081081644,569.2978130996113
21.1,88.3,6.1,11.95,2.67,10.956474663177962,0.18232155679395465,449.1102314577124
12.4,89.7,4.7,20.83,2.28,11.273792257736359,0.4700036292457356,696.6347680097513
18.9,91.5,5.3,12.57,2.06,10.908978929868585,0.0,482.3898838076935
13.2,96.9,4.4,22.92,2.11,11.306331707200554,1.6486586255873816,539.7221507405454
27.9,93.3,9.3,14.49,10.55,10.754450118251796,3.979681653901961,705.8328414008517
17.2,96.4,4.9,18.13,3.16,11.064698982960758,1.308332819650179,393.82737335030436
20.6,94.6,5.0,11.56,4.34,10.901358271402707,0.18232155679395465,324.8076353782343
13.5,95.7,2.9,13.23,4.18,11.099922014823763,0.18232155679395465,402.11938525766203
16.9,94.3,6.2,11.92,3.15,10.919333984679737,0.262364264467491,352.9872518944558
18.1,96.0,5.6,16.0,3.17,10.99569604728103,1.2237754316221157,373.6308338453881
13.9,97.4,1.8,14.22,2.68,11.046387822247667,0.18232155679395465,415.9326868617084
7.2,95.9,4.1,20.22,2.05,11.48065017641844,1.547562508716013,628.8083968904996
14.1,97.0,3.4,20.68,3.02,11.16325450718426,1.33500106673234,491.8333050943175
12.7,93.4,4.6,13.14,3.31,11.026987556712017,0.18232155679395465,429.1852746774987
19.0,95.0,5.8,25.19,4.86,11.250417190133742,3.966511190712216,938.2430388763884
10.9,94.7,4.1,14.48,2.18,11.213508136300026,0.262364264467491,424.9705872175156
13.2,97.0,4.3,22.56,3.69,11.201100961883556,1.0986122886681098,466.1544808322666
5.4,96.1,4.0,26.12,1.69,11.860535446001897,2.70805020110221,821.0968274204937
16.5,96.0,7.0,34.07,3.57,11.523647774998503,3.9160150266976834,1005.3854982045444
14.4,95.9,4.4,15.21,2.46,11.095514285843663,0.6931471805599453,435.54563480765137
16.1,96.7,4.4,15.49,3.16,11.02056170079192,0.09531017980432487,433.93547907494263
13.8,97.2,3.7,21.87,3.29,11.221288917210718,1.0296194171811581,449.8888751680797
7.6,96.5,2.5,21.25,2.9,11.282883171964862,0.5306282510621704,477.4934554525329
13.0,95.0,5.1,17.66,2.41,11.454914923466722,1.589235205116581,625.939294181153
14.9,94.9,5.6,13.63,4.45,11.157335646355712,0.5306282510621704,391.7907604831947
8.8,96.5,2.6,25.59,0.65,11.718124980736077,1.8562979903656263,694.4782214007867
13.7,92.2,5.0,22.16,4.71,11.313608297520057,3.8199077165203406,832.1658488546619
13.1,95.6,4.6,19.55,2.02,11.341876137214152,1.0986122886681098,507.5431016179808
13.2,96.0,4.6,22.13,3.91,11.467331686911509,3.250374491927572,820.0
16.4,94.6,3.1,22.26,1.42,11.576735595896047,2.128231705849268,774.9193506423749
20.4,96.1,3.0,12.83,5.46,10.948558407609319,0.832909122935104,360.8323710533743
7.2,97.5,2.4,24.49,1.49,11.454554551643898,0.4054651081081644,590.592922409336
15.0,98.1,4.5,17.99,2.24,11.224829973739347,1.0647107369924282,492.64591747014407
14.5,96.3,4.0,13.2,2.0,11.070350214885682,0.33647223662121295,370.1351104664349
6.8,95.4,3.6,21.32,2.48,11.728399681979532,1.9600947840472698,764.7221717722065
12.8,95.5,3.7,15.7,1.95,11.148405543793823,1.0647107369924282,523.2590180780452
15.9,94.3,4.7,22.93,2.14,11.116127686803617,2.186051276738094,512.9327441292864
12.6,92.9,4.7,21.27,2.24,11.360682963412271,1.252762968495368,611.0646446980876
10.1,96.9,2.5,21.45,2.03,11.20914111049236,0.5306282510621704,515.0728103870365
11.4,94.5,2.0,15.67,4.34,11.199104734908753,0.09531017980432487,416.6533331199932
9.2,95.2,5.3,26.81,2.68,11.6479544855899,2.975529566236472,803.5546029984521
12.1,90.9,4.5,18.44,3.73,11.091833897226048,0.09531017980432487,514.9757275833493
10.5,93.5,4.9,21.83,0.78,11.24139229425782,0.6931471805599453,600.0833275470999
13.4,89.6,3.1,27.09,1.26,11.17780231791831,0.262364264467491,652.6867548832288
17.7,88.7,4.0,14.33,0.43,10.891894273883212,0.09531017980432487,460.9772228646444
9.4,93.3,4.1,21.01,1.5,11.359890828801166,0.4054651081081644,611.8823416311342
12.9,87.5,2.3,11.49,1.37,10.928919643662725,0.0,453.2107677449864
9.8,94.0,2.9,23.52,1.63,11.26774078277914,0.0,585.6620185738528
11.9,90.0,2.2,17.38,0.76,11.069976534440391,0.09531017980432487,507.0502933634887
8.1,91.7,3.3,24.43,0.92,11.484721444597152,0.262364264467491,665.432190384565
17.6,93.7,3.1,17.81,2.17,11.037885173007027,0.0,477.80749261601164
17.6,91.6,6.5,15.62,1.64,10.992032670192192,0.0,479.06158268013934
15.1,91.7,6.5,16.28,2.95,11.029114957944724,0.262364264467491,463.24939287601876
15.1,91.1,4.0,15.08,2.01,11.053885514353468,0.0,481.7675788178362
9.8,89.2,3.1,30.44,0.76,11.308910294091017,1.0296194171811581,647.4565622495459
15.2,89.7,4.8,25.11,1.72,11.083095940409448,0.6418538861723948,517.4939613174245
10.1,92.4,2.9,16.13,0.55,11.164048608190255,0.4700036292457356,539.0732788777422
13.5,89.3,3.1,18.74,1.57,11.111043928193418,0.33647223662121295,533.2916650389353
15.0,92.0,3.5,21.01,2.27,11.088476294450217,0.6931471805599453,519.6152422706632
14.1,90.0,5.2,17.12,1.59,11.165691528424968,0.0,534.1348144429456
10.4,87.9,2.5,22.27,2.39,11.034470221234688,0.0,609.9180272790762
9.1,90.7,3.1,22.74,1.54,11.353906286546042,0.0,596.7411499134278
10.9,89.6,4.1,20.86,1.17,11.284668864269195,0.0,569.6490147450446
17.3,88.6,3.7,14.84,2.7,11.00443045654252,0.0,491.121166312347
12.5,91.8,2.0,20.75,1.87,11.261588179285237,0.0,592.1992907797172
10.0,88.6,3.4,31.29,1.16,11.345606799854195,0.9932517730102833,664.7555941848102
10.7,93.7,3.5,25.52,1.02,11.265194608020675,0.33647223662121295,607.5360071633614
12.6,88.3,3.3,14.44,1.01,11.099241675837533,0.09531017980432487,459.12961132995986
12.0,91.0,3.8,29.49,1.39,11.284103320924077,0.262364264467491,627.7738446287804
11.5,92.7,4.6,12.67,1.82,11.121318882348067,0.0,503.0904491242107
11.6,92.5,2.8,25.31,0.59,11.36652302320156,1.6863989535702288,685.784222623997
11.2,91.2,5.4,20.71,1.96,11.177270893969352,0.09531017980432487,561.8718715152058
20.2,91.0,7.8,17.61,0.75,11.001199435961073,0.5306282510621704,473.392015141785
17.3,90.6,5.1,12.92,4.69,10.938627418248664,0.0,463.89654018972806
28.1,87.1,4.7,8.84,0.36,10.621229779951454,0.18232155679395465,295.1270912674741
12.2,91.3,6.3,11.92,3.19,10.992621732170127,0.0,418.21047332652967
15.2,92.2,5.1,15.58,0.72,11.095954416675863,0.0,523.1634543811332
13.8,88.6,5.8,12.75,0.29,10.769684270598214,0.09531017980432487,455.9605246071199
9.6,94.5,2.5,15.21,1.58,11.08913344016918,0.33647223662121295,485.59242168715934
13.1,90.5,4.3,14.64,4.95,10.973202986493744,0.262364264467491,426.38011210655685
8.8,92.9,3.2,24.71,0.93,11.494914232168377,0.262364264467491,668.2813778641449
7.1,93.3,3.4,33.59,0.79,11.54168783363788,0.5306282510621704,694.3342134735981
17.5,87.3,8.0,14.02,1.1,10.923435350020556,0.4054651081081644,426.38011210655685
17.3,89.3,5.3,12.06,0.65,10.75837085628092,0.09531017980432487,427.3172123844299
19.8,88.5,6.4,12.02,2.59,10.844412358701955,0.0,460.65171225124084
7.5,96.4,2.3,26.67,1.28,11.35242802030629,0.0,556.327241828045
9.9,96.3,3.6,26.38,1.02,11.208327793742002,0.18232155679395465,541.9409561935691
13.3,97.6,3.2,18.27,1.9,11.191838269325892,0.09531017980432487,507.34603575863287
4.1,93.6,1.6,20.29,1.6,11.189547127860173,0.4700036292457356,501.7967716117751
13.7,94.5,5.2,11.9,1.25,11.11081970791848,0.262364264467491,424.0283009422838
19.3,93.2,4.2,11.15,2.64,10.960878461384734,0.4054651081081644,401.9950248448356
15.0,95.0,4.4,13.48,2.65,10.939532708935408,0.0,389.23000912057125
11.9,94.3,3.4,18.22,1.95,11.291467991427675,0.4054651081081644,524.4997616777342
15.3,94.2,5.6,10.87,2.41,10.966645360219836,0.4054651081081644,416.89327171351664
8.7,94.5,2.5,19.21,2.4,11.304337958540021,0.262364264467491,528.8667128870941
16.0,93.3,4.0,10.58,1.92,10.8865954574476,0.33647223662121295,404.5985664828782
15.7,94.5,5.8,20.46,2.19,11.032661376786582,1.4586150226995167,444.8595283907045
5.5,96.1,2.5,32.24,0.46,11.748100348667986,0.18232155679395465,678.675180038286
12.6,97.1,3.5,18.49,1.6,11.02919606686594,0.8754687373538999,443.8468204234429
8.0,95.0,2.4,18.15,1.81,11.347567214294704,0.262364264467491,561.0704055642215
15.0,91.2,3.9,25.14,1.41,11.179967047648812,1.0296194171811581,548.6346689738081
6.2,88.6,3.1,21.55,1.28,11.505951201232891,0.18232155679395465,564.6237685397242
9.7,94.7,2.7,20.63,1.1,11.336975565983122,0.5306282510621704,515.26692111953
13.3,94.5,4.3,24.2,1.7,11.134866358052516,1.252762968495368,500.49975024968796
11.3,97.1,1.8,19.86,0.31,11.166709916066024,0.262364264467491,456.61800227323494
11.1,95.9,3.6,20.79,1.71,11.192995644968327,0.4700036292457356,466.47615158762403
9.5,94.5,3.3,17.45,1.15,11.238172779922788,0.18232155679395465,526.6877632905477
10.6,95.6,3.6,16.79,2.17,11.231371245484562,0.09531017980432487,473.0750469005948
18.2,94.8,5.8,16.37,3.63,11.0091747548762,0.832909122935104,410.3656905736638
19.8,94.7,4.3,15.61,2.07,10.853947800180379,0.832909122935104,392.8103868280471
16.9,94.8,5.3,6.91,3.71,10.89664672866686,0.5877866649021191,392.17343102255154
9.1,95.6,2.9,22.46,1.01,11.403635015004319,0.18232155679395465,533.6665625650534
10.5,95.5,4.7,16.64,3.37,11.230111523915308,0.4700036292457356,505.47007824400447
15.2,93.6,5.1,18.0,1.72,11.042121515553724,0.6418538861723948,429.0687590584987
19.5,94.4,4.9,12.78,2.79,10.944717872966102,0.0,430.0
13.6,96.0,2.8,18.91,1.11,11.201223886674228,0.9555114450274363,479.3745925682754
14.0,92.7,6.4,11.82,2.93,10.94489436743346,0.7419373447293773,420.47592083257274
18.1,93.6,3.8,12.93,0.5,11.013138688319454,0.18232155679395465,420.9513035969838
17.2,96.6,6.5,11.68,3.61,10.862052024637613,0.09531017980432487,404.22765862815476
12.1,94.9,3.1,16.95,2.02,11.05318894808027,0.6418538861723948,434.1658669218482
12.7,95.0,4.6,22.91,2.37,11.150189331938535,0.6418538861723948,458.8027898781785
17.6,92.6,3.6,13.33,3.15,10.839894587995108,0.4054651081081644,378.02116342871597
15.8,91.3,3.1,11.95,1.92,11.012116176479726,0.0,430.69710934716056
5.0,96.8,0.5,21.41,2.47,11.532414317554075,0.8754687373538999,599.0826320300064
5.9,95.2,3.1,27.22,0.77,11.585627449185973,0.18232155679395465,603.90396587537
8.3,87.7,2.3,15.55,1.47,11.143324481431074,0.09531017980432487,467.8675026115834
9.8,96.4,3.4,19.57,1.03,11.197488429047741,0.262364264467491,478.9572005931219
7.8,91.1,2.8,21.35,1.45,11.36281162612522,0.0,510.29403288692293
13.3,91.5,3.7,18.02,1.9,11.21848728802144,0.262364264467491,495.6813492557492
20.0,91.2,7.8,14.71,2.43,10.945635304223112,0.33647223662121295,401.1234224026316
16.0,90.3,3.1,12.13,1.81,10.930550132364163,0.0,435.2011029397789
21.1,88.8,5.9,10.69,7.54,10.868263640225607,0.4054651081081644,396.6106403010388
16.0,87.7,5.2,22.54,2.8,11.09662183168107,0.33647223662121295,492.64591747014407
23.9,90.4,3.7,21.16,2.11,10.939710120850858,0.4700036292457356,476.7598976424087
17.3,88.0,2.7,13.05,3.78,10.943393170609585,0.0,418.33001326703777
9.2,90.5,3.4,17.5,1.25,11.159103590013903,0.18232155679395465,497.49371855331
15.2,87.7,4.9,21.0,2.23,11.089484759529727,0.4054651081081644,488.4669896727925
10.6,90.1,3.9,16.3,1.58,11.294421135804443,0.09531017980432487,490.0
18.4,96.8,5.5,25.73,2.63,11.198858348573735,0.8754687373538999,733.5529974037322
6.6,95.7,2.6,24.65,2.71,11.519652785719655,0.7419373447293773,778.0745465570764
8.6,95.3,3.2,29.34,2.35,11.484145259543503,0.262364264467491,814.0638795573723
16.3,95.2,4.0,11.37,4.31,11.016807813409786,0.9555114450274363,571.7516943569123
12.2,94.0,4.3,17.3,2.01,11.179771716072842,0.5306282510621704,656.8865959965997
13.9,94.1,6.2,13.0,4.91,11.069291090744562,0.5306282510621704,631.9810123729984
20.7,95.8,7.0,11.67,3.51,10.869463286188333,0.0,521.248501196886
14.7,94.8,5.6,18.3,3.47,11.16157915574956,0.9932517730102833,661.9667665374146
15.7,94.6,3.8,15.53,2.8,11.164048608190255,0.0,631.1101330195863
14.3,90.3,4.6,17.78,3.01,11.203910795415128,0.8754687373538999,655.2861970162351
12.9,95.3,3.8,29.79,3.5,11.333595429112227,1.9021075263969205,737.360156233031
12.8,95.3,7.2,17.86,4.18,11.293873531559273,0.4054651081081644,683.0080526611674
18.9,91.2,2.8,12.46,2.86,11.011753098232376,0.5877866649021191,546.9917732470938
8.0,95.1,3.6,28.78,3.18,11.549382747980566,1.3862943611198906,767.4633541739958
10.6,94.1,6.1,20.79,2.88,11.398187787499806,0.18232155679395465,686.9497798238237
9.9,94.3,3.1,13.37,2.14,11.247982879487937,0.262364264467491,524.6903848937962
11.7,96.4,3.9,26.11,2.26,11.246548159012276,1.9878743481543455,481.97510309143564
11.0,96.3,2.9,13.34,4.0,11.032240998116224,0.0,397.2404813208241
9.7,96.5,3.0,20.26,3.61,11.108979202831334,0.4700036292457356,437.1498598878879
12.3,92.4,5.0,16.09,2.87,11.234203133889919,0.832909122935104,511.0772935672255
14.7,94.0,3.4,13.94,3.0,10.896776361897594,0.832909122935104,396.23225512317896
6.7,96.9,3.5,25.52,2.46,11.582647403956205,1.2237754316221157,671.4908785679818
9.5,96.8,4.1,22.38,2.61,11.294508227020106,0.18232155679395465,544.3344560102731
12.5,97.0,3.8,13.97,4.01,10.9285968142394,0.5306282510621704,348.99856733230297
12.5,94.5,6.1,10.13,2.56,11.070210101081909,0.4700036292457356,455.9605246071199
18.7,95.1,3.6,18.96,1.11,11.143324481431074,1.410986973710262,568.242905807015
6.1,96.1,3.0,31.68,2.14,11.702743850190807,0.9932517730102833,699.6427659884721
16.0,92.5,3.5,13.15,4.82,11.013880179739768,0.09531017980432487,380.9199390948182
10.9,96.1,5.7,14.99,1.35,11.061672929961361,0.09531017980432487,473.2863826479693
12.2,91.8,2.9,13.23,4.0,11.015295724631633,0.0,387.94329482541644
7.9,93.5,2.7,23.77,2.05,11.316594229307174,0.262364264467491,534.0411969127475
13.3,93.2,4.4,22.0,5.43,11.214115034730604,0.6418538861723948,489.69378186781177
10.9,95.3,5.9,22.16,2.53,11.33958347095685,2.0014800002101243,577.7542730261715
14.6,96.6,3.8,17.07,3.97,11.01308923600384,0.7884573603642702,423.3202097703345
19.8,96.6,3.6,11.98,4.95,10.906377909975262,0.4700036292457356,379.86839826445157
7.2,90.9,4.8,13.41,2.72,11.2368425283618,0.0,498.8987873306569
16.3,91.1,5.3,14.33,3.14,10.959627179526683,0.18232155679395465,390.6404996924922
17.0,95.3,3.2,17.29,3.87,10.933142683365261,0.262364264467491,448.2186966202994
8.4,89.1,3.2,18.97,2.85,11.29061906314858,0.6418538861723948,553.9855593785817
13.0,96.4,4.3,15.88,4.09,11.046977599982323,0.9555114450274363,388.329756778952
7.5,90.8,2.2,15.51,4.35,11.274972798002311,0.18232155679395465,485.1803788283281
